code,concept,definition,anchor,example,confusables,alternates,domain_name,category_name,mnemonic,learned
353,Point-free style,"Defining functions purely by composing others, never naming the data argument — 'point' is the argument, from topology.",A conductor wearing fingerless mittens sewn shut: the music flows through the whole orchestra though no finger ever points at any player (no argument named).,sumSquares = sum . map (^2) -- Haskell: no xs anywhere / -- vs sumSquares xs = sum (map (^2) xs),Pointer-free memory — unrelated; the 'point' being dropped is the function's argument.,Dot-to-dot puzzle with no dots (rejected: paradox without meaning).,Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
354,Arity,"The number of arguments a function accepts: unary takes 1, binary 2, ternary 3; variadic means the count is unfixed.","An airy ('AR-ity') pipe organ where each pipe has a fixed number of finger holes — one, two, or three — and sounds only when exactly that many fingers press.","len(x) # arity 1 / pow(x, y) # arity 2 / print(*args) # variadic","Parity — one-letter neighbor; arity counts parameters, parity classifies integers as odd or even.",Aristocrat counting servants (rejected: 'ari' pun too oblique).,Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
355,Partial application,Fixing some of a function's arguments now to get a new function of smaller arity awaiting the rest.,"A half-built sandwich behind the counter — bread and cheese already on, wrapped with a sticky note 'awaiting meat'; hand over the last ingredient any day and lunch completes.","from functools import partial / log_err = partial(log, level='ERROR') / log_err('disk full')",Currying — restructures a function to take arguments one at a time; partial just pre-fills some now.,"House down payment (rejected: financial, weak sensory).",Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
356,Currying,"Transforming an n-argument function into a chain of one-argument functions: f(a, b, c) becomes f(a)(b)(c).",A curry house that accepts one spice at a time: hand over cumin and get back a chef who now wants coriander; only after the final spice does dinner appear.,curried = lambda a: lambda b: lambda c: a + b + c / curried(1)(2)(3) # 6,Partial application — pre-fills some args of a normal function once; currying rebuilds it into unary steps.,"Portrait of Haskell Curry (rejected: correct etymology, zero mechanism).",Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
357,Method chaining,Each method returns an object (self or a new value) so calls string together in one fluent left-to-right expression.,A charm bracelet assembled without ever being set down: each jeweler clips on one charm and hands the same bracelet to the next pair of hands.,"' Hello '.strip().lower().replace('l', 'r') / df.dropna().groupby('c').sum()","Pipeline of free functions — same shape, but chaining requires the methods to live on the returned object.",Daisy chain (rejected: generic for anything linked).,Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
358,Pipeline of small functions,"Solve problems as a series of tiny named stages, each testable alone, so the top level reads like a recipe of verbs.","A mint's coin line under glass — blank, stamp, ridge, polish: visitors watch a coin be born and can point at exactly which station made a dent.",clean = normalize(strip_html(load(path))) / tokens = tokenize(clean); index(tokens),"God function — one 300-line body doing every stage inline, untestable in pieces.",Bucket brigade (rejected: passes the same bucket unchanged).,Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
359,Identity function,"The function that returns its argument unchanged — the do-nothing unit of composition, a useful default and placeholder.","A revolving door standing alone in an open field: you walk in, spin once, and step out exactly where and who you were — installing it changes no journey.","identity = lambda x: x / sorted(nums, key=identity) # same as no key / compose(f, identity) == f",No-op procedure — returns nothing and composes with nothing; identity returns its input so pipelines can thread it.,Mirror (rejected: mirrors flip left-right — falsely lossy).,Functions & functional programming,Composition & currying,rule of three: input -> transform -> output; the lambda,0
360,Lazy evaluation,"Delay computing a value until it is actually needed, enabling infinite structures and skipping unused work; eager computes immediately.","A restaurant that cooks nothing until a fork is raised: its 'infinite menu' is possible because dish number 40,000 exists only as an unfired recipe card.",gen = (x*x for x in range(10**12)) # instant / next(gen) # only now does any work happen,Async — about waiting on I/O without blocking; laziness is about deferring computation until demanded.,"Lazy teenager (rejected: character trait, no on-demand trigger).",Functions & functional programming,"Laziness, iterators & generators",rule of three: input -> transform -> output; the lambda,0
361,Iterator protocol,An iterator yields items one at a time via __next__ and raises StopIteration when done; for-loops speak this protocol under the hood.,A Pez dispenser: thumb the head (next) and one candy clicks out; when it is empty the head snaps back with a hard STOP click.,"it = iter([1, 2]) / next(it); next(it) / next(it) # StopIteration",Iterable — anything that can produce an iterator via __iter__; the iterator is the stateful cursor itself.,Raffle ticket roll (rejected: no end-signal image).,Functions & functional programming,"Laziness, iterators & generators",rule of three: input -> transform -> output; the lambda,0
362,Iterable vs iterator,"An iterable is a factory of iterators (list, str, dict); an iterator is a one-way cursor with position state and is its own iterable.",The iterable is the jukebox catalog; each coin mints a fresh playhead (iterator) that sweeps the records once and dies. The catalog never wears out.,"lst = [1, 2, 3] # iterable: loop many times / it = iter(lst) # iterator: single pass / list(it), list(it) # [1, 2, 3], []",Generator — one convenient way to make an iterator; iterable-vs-iterator is the general contract.,Book vs bookmark (rejected: fine but overused in tutorials).,Functions & functional programming,"Laziness, iterators & generators",rule of three: input -> transform -> output; the lambda,0
